"Date","Tournament","Home.Team","Away.Team","Period","Clock","Offense.Team","Defense.Team","Offense.Team.Skaters","Defense.Team.Skaters","Offense.Team.Goals","Defense.Team.Goals","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","sequence","pass_cluster"
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,23,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,1,1,"Michelle Karvinen","Play",117,2,"Direct","","","","Riikka Sallinen",131,31,22436,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,71,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,1,"Lee Stecklein","Incomplete Play",51,32,"Direct","","","","Amanda Kessel",65,41,22460,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,87,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,1,"Emily Pfalzer","Play",50,37,"Direct","","","","Lee Stecklein",56,14,22466,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,94,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Petra Nieminen","Play",141,25,"Direct","","","","Susanna Tapani",159,23,22471,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,100,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Minnamari Tuominen","Play",64,38,"Direct","","","","Petra Nieminen",109,16,22472,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,103,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Cayla Barnes","Play",90,2,"Direct","","","","Dani Cameranesi",107,2,22474,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,119,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Susanna Tapani","Incomplete Play",161,4,"Direct","","","","Rosa Lindstedt",125,5,22482,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,135,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Michelle Karvinen","Play",111,2,"Direct","","","","Rosa Lindstedt",77,26,22488,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,140,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Michelle Karvinen","Incomplete Play",50,1,"Direct","","","","Riikka Sallinen",68,11,22491,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,154,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Kacey Bellamy","Play",4,27,"Direct","","","","Megan Bozek",5,31,22496,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,161,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Venla Hovi","Play",68,34,"Direct","","","","Emma Nuutinen",99,25,22501,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,166,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Brianna Decker","Play",154,6,"Direct","","","","Kacey Bellamy",129,14,22505,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,170,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Annie Pankowski","Play",190,21,"Direct","","","","Brianna Decker",170,31,22505,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,184,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Brianna Decker","Play",8,20,"Direct","","","","Megan Bozek",4,41,22507,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,192,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Noora Tulus","Play",53,15,"Direct","","","","Petra Nieminen",76,22,22511,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,210,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Dani Cameranesi","Incomplete Play",159,2,"Direct","","","","Hilary Knight",132,14,22518,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,216,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Hilary Knight","Play",40,29,"Direct","","","","Dani Cameranesi",66,25,22520,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,221,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Riikka Sallinen","Play",173,5,"Direct","","","","Minnamari Tuominen",144,29,22522,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,231,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,1,"Michelle Karvinen","Play",4,13,"Direct","","","","Rosa Lindstedt",4,32,22523,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,240,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,1,0,"Hilary Knight","Play",50,2,"Direct","","","","Cayla Barnes",58,12,22525,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,257,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kendall Coyne Schofield","Play",116,2,"Direct","","","","Annie Pankowski",138,6,22533,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,267,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Nelli Laitinen","Incomplete Play",72,19,"Direct","","","","Emma Nuutinen",105,39,22540,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,268,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Tanja Niskanen","Play",120,2,"Direct","","","","Nelli Laitinen",81,8,22541,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,276,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Nelli Laitinen","Play",88,29,"Direct","","","","Jenni Hiirikoski",96,29,22546,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,278,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Tanja Niskanen","Play",118,20,"Direct","","","","Nelli Laitinen",85,26,22547,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,287,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Noora Tulus","Play",51,9,"Direct","","","","Ronja Savolainen",47,41,22548,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,290,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Incomplete Play",73,10,"Direct","","","","Amanda Kessel",116,12,22550,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,293,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kacey Bellamy","Play",45,8,"Direct","","","","Lee Stecklein",38,42,22551,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,296,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Noora Tulus","Play",65,6,"Direct","","","","Venla Hovi",77,15,22553,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,330,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Brianna Decker","Incomplete Play",185,19,"Direct","","","","Kendall Coyne Schofield",182,40,22565,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,344,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",181,17,"Direct","","","","Kendall Coyne Schofield",131,26,22568,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,346,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Annie Pankowski","Play",196,42,"Direct","","","","Cayla Barnes",194,32,22569,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,354,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kendall Coyne Schofield","Play",187,20,"Direct","","","","Cayla Barnes",151,13,22569,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,356,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Annie Pankowski","Play",197,24,"Direct","","","","Kendall Coyne Schofield",197,40,22569,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,361,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",134,32,"Direct","","","","Annie Pankowski",159,12,22571,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,362,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",143,15,"Direct","","","","Megan Keller",135,41,22571,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,365,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",135,22,"Direct","","","","Cayla Barnes",137,24,22571,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,376,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Annie Pankowski","Incomplete Play",194,34,"Direct","","","","Megan Keller",166,29,22572,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,384,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",131,7,"Direct","","","","Cayla Barnes",130,29,22574,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,389,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",120,33,"Direct","","","","Brianna Decker",123,22,22574,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,397,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Dani Cameranesi","Incomplete Play",134,31,"Direct","","","","Emily Pfalzer",141,7,22578,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,409,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Dani Cameranesi","Play",191,31,"Direct","","","","Emily Pfalzer",164,20,22582,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,418,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Play",68,29,"Direct","","","","Hilary Knight",120,12,22584,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,430,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Isa Rahunen","Play",6,24,"Direct","","","","Rosa Lindstedt",3,37,22587,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,445,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Annina Rajahuhta","Play",43,5,"Direct","","","","Tanja Niskanen",129,16,22596,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,450,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Bozek","Incomplete Play",81,14,"Direct","","","","Dani Cameranesi",121,17,22598,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,452,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kacey Bellamy","Play",57,15,"Direct","","","","Megan Bozek",53,32,22599,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,457,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kacey Bellamy","Incomplete Play",62,11,"Direct","","","","Sydney Brodt",89,6,22604,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,467,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Bozek","Play",87,2,"Direct","","","","Kacey Bellamy",55,37,22608,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,478,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Alex Carpenter","Play",156,2,"Direct","","","","Kacey Bellamy",149,22,22614,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,514,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Noora Tulus","Incomplete Play",42,2,"Direct","","","","Petra Nieminen",105,31,22625,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,532,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kelly Pannek","Play",136,17,"Direct","","","","Dani Cameranesi",157,28,22632,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,539,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Ronja Savolainen","Incomplete Play",36,26,"Direct","","","","Susanna Tapani",52,36,22634,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,544,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Dani Cameranesi","Play",198,39,"Direct","","","","Hilary Knight",187,13,22637,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,557,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Michelle Karvinen","Incomplete Play",160,18,"Direct","","","","Minnamari Tuominen",134,12,22640,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,561,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Incomplete Play",3,39,"Direct","","","","Annie Pankowski",46,5,22642,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,602,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Sydney Brodt","Play",160,18,"Direct","","","","Emily Pfalzer",149,6,22654,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,603,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Alex Carpenter","Play",184,8,"Direct","","","","Sydney Brodt",156,22,22654,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,607,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Emily Pfalzer","Play",161,3,"Direct","","","","Alex Carpenter",191,13,22654,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,609,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Amanda Kessel","Play",148,2,"Direct","","","","Emily Pfalzer",159,3,22655,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,618,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Jenni Hiirikoski","Play",17,8,"Direct","","","","Nelli Laitinen",3,36,22658,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,624,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Amanda Kessel","Play",56,11,"Direct","","","","Alex Carpenter",78,37,22661,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,641,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Minnamari Tuominen","Play",69,29,"Direct","","","","Venla Hovi",116,6,22669,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,654,"Olympic (Women) - United States","Olympic (Women) - Finland",4,5,0,0,"Megan Bozek","Play",24,39,"Direct","","","","Kelly Pannek",36,42,22672,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,656,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Linda Valimaki","Play",140,19,"Direct","","","","Petra Nieminen",157,15,22674,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,674,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Susanna Tapani","Play",149,30,"Direct","","","","Minnamari Tuominen",133,11,22680,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,676,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Minnamari Tuominen","Play",131,40,"Direct","","","","Susanna Tapani",148,10,22680,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,703,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Michelle Karvinen","Play",17,10,"Direct","","","","Jenni Hiirikoski",6,38,22690,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,714,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Jenni Hiirikoski","Incomplete Play",31,40,"Direct","","","","Michelle Karvinen",94,34,22695,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,738,"Olympic (Women) - United States","Olympic (Women) - Finland",4,5,0,0,"Alex Carpenter","Incomplete Play",149,21,"Direct","","","","Hilary Knight",174,38,22699,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,745,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Jenni Hiirikoski","Play",141,13,"Direct","","","","Michelle Karvinen",133,41,22703,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,748,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Noora Tulus","Play",158,7,"Direct","","","","Jenni Hiirikoski",128,42,22703,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,750,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Jenni Hiirikoski","Play",134,42,"Direct","","","","Noora Tulus",162,19,22703,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,753,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Ronja Savolainen","Play",176,6,"Direct","","","","Jenni Hiirikoski",130,38,22703,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,754,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Michelle Karvinen","Play",137,6,"Direct","","","","Ronja Savolainen",176,6,22703,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,755,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Ronja Savolainen","Play",178,5,"Direct","","","","Michelle Karvinen",137,6,22703,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,756,"Olympic (Women) - Finland","Olympic (Women) - United States",5,4,0,0,"Michelle Karvinen","Play",133,9,"Direct","","","","Ronja Savolainen",178,5,22703,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,765,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Incomplete Play",89,28,"Direct","","","","Brianna Decker",121,18,22710,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,776,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kendall Coyne Schofield","Play",157,8,"Direct","","","","Cayla Barnes",149,22,22714,3
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,780,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",42,36,"Direct","","","","Kendall Coyne Schofield",85,4,22714,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,787,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Incomplete Play",62,4,"Direct","","","","Brianna Decker",94,12,22715,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,793,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Ronja Savolainen","Play",44,36,"Direct","","","","Noora Tulus",74,9,22717,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,804,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Annie Pankowski","Play",169,2,"Direct","","","","Brianna Decker",188,7,22721,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,811,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Incomplete Play",83,29,"Direct","","","","Brianna Decker",105,39,22725,4
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,814,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",53,23,"Direct","","","","Megan Keller",40,41,22726,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,816,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",53,18,"Direct","","","","Cayla Barnes",50,32,22727,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,821,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Riikka Sallinen","Play",81,12,"Direct","","","","Minnamari Tuominen",76,25,22729,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,839,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Hannah Brandt","Incomplete Play",146,20,"Direct","","","","Jesse Compher",163,37,22735,8
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,844,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Noora Raty","Play",18,41,"Direct","","","","Michelle Karvinen",32,11,22738,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,855,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Hayley Scamurra","Play",58,13,"Direct","","","","Jesse Compher",83,28,22744,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,883,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Dani Cameranesi","Incomplete Play",188,5,"Direct","","","","Kelly Pannek",165,28,22753,7
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,900,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kacey Bellamy","Play",50,23,"Direct","","","","Dani Cameranesi",108,10,22758,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,903,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Bozek","Play",6,38,"Direct","","","","Kacey Bellamy",12,16,22758,2
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,927,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Riikka Sallinen","Play",20,3,"Direct","","","","Petra Nieminen",47,5,22766,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,941,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",69,3,"Direct","","","","Cayla Barnes",55,32,22774,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,948,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",21,24,"Direct","","","","Alex Carpenter",45,39,22778,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,951,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Cayla Barnes","Play",63,4,"Direct","","","","Megan Keller",50,31,22778,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,961,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Isa Rahunen","Play",66,33,"Direct","","","","Minnamari Tuominen",71,32,22782,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,962,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Emily Pfalzer","Incomplete Play",47,28,"Direct","","","","Annie Pankowski",107,27,22783,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,965,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Brianna Decker","Play",60,4,"Direct","","","","Emily Pfalzer",38,37,22784,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,985,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Play",133,25,"Direct","","","","Emily Pfalzer",139,4,22792,1
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,988,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Annie Pankowski","Play",163,11,"Direct","","","","Lee Stecklein",132,25,22793,10
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,992,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Isa Rahunen","Incomplete Play",30,22,"Direct","","","","Annina Rajahuhta",69,8,22795,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1002,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Kacey Bellamy","Play",60,11,"Direct","","","","Megan Bozek",80,25,22798,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1003,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Jesse Compher","Play",94,4,"Direct","","","","Kacey Bellamy",60,11,22799,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1018,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Play",42,7,"Direct","","","","Jesse Compher",87,20,22799,5
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1019,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Hayley Scamurra","Play",84,4,"Direct","","","","Lee Stecklein",42,7,22799,9
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1029,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Play",30,4,"Direct","","","","Hayley Scamurra",75,8,22799,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1039,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Megan Keller","Incomplete Play",37,40,"Direct","","","","Jesse Compher",66,15,22801,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1041,"Olympic (Women) - United States","Olympic (Women) - Finland",5,5,0,0,"Lee Stecklein","Play",41,37,"Direct","","","","Megan Keller",32,29,22802,6
"2019-04-14","Olympics 2018","Olympic (Women) - Finland","Olympic (Women) - United States",2,1046,"Olympic (Women) - Finland","Olympic (Women) - United States",5,5,0,0,"Rosa Lindstedt","Play",4,33,"Direct","","","","Jenni Hiirikoski",23,18,22805,2
