"Date","Year","Tournament","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Player.Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2"
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1186,5,5,1,0,"Women - United States","Haley Winn","Play",2,43,"Indirect","","","","Taylor Heise",27,82
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1184,5,5,1,0,"Women - United States","Taylor Heise","Dump In/Out",27,82,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1177,5,5,1,0,"Women - Canada","Renata Fast","Puck Recovery",7,17,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1177,5,5,1,0,"Women - United States","Taylor Heise","Faceoff Win",31,64,"Backhand","","","","Marie-Philip Poulin",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1176,5,5,1,0,"Women - United States","Hilary Knight","Puck Recovery",54,52,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1176,5,5,1,0,"Women - United States","Hilary Knight","Dump In/Out",54,52,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1170,5,5,1,0,"Women - Canada","Emerance Maschmeyer","Puck Recovery",17,52,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1170,5,5,1,0,"Women - Canada","Emerance Maschmeyer","Play",17,52,"Direct","","","","Ella Shelton",19,57
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1165,5,5,1,0,"Women - Canada","Blayre Turnbull","Puck Recovery",35,85,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1165,5,5,1,0,"Women - Canada","Blayre Turnbull","Play",35,85,"Indirect","","","","Erin Ambrose",2,35
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1159,5,5,1,0,"Women - Canada","Erin Ambrose","Penalty Taken",7,31,"Tripping","","","","Taylor Heise",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1159,5,4,1,0,"Women - United States","Abby Roque","Faceoff Win",169,20,"Backhand","","","","Kristin O'Neill",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1154,5,4,1,0,"Women - United States","Alex Carpenter","Puck Recovery",59,8,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1152,5,4,1,0,"Women - United States","Alex Carpenter","Incomplete Play",21,16,"Indirect","","","","Tessa Janecke",92,8
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1151,5,4,1,0,"Women - Canada","Kristin O'Neill","Takeaway",138,83,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1150,5,4,1,0,"Women - Canada","Kristin O'Neill","Incomplete Play",133,83,"Indirect","","","","Laura Stacey",167,72
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1149,5,4,1,0,"Women - United States","Alex Carpenter","Puck Recovery",33,13,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1145,5,4,1,0,"Women - United States","Alex Carpenter","Play",25,13,"Direct","","","","Cayla Barnes",1,36
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1140,5,4,1,0,"Women - United States","Cayla Barnes","Play",36,30,"Indirect","","","","Alex Carpenter",31,33
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1137,5,4,1,0,"Women - United States","Alex Carpenter","Incomplete Play",80,51,"Direct","","","","Cayla Barnes",117,29
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1136,5,4,1,0,"Women - Canada","Renata Fast","Puck Recovery",78,49,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1136,5,4,1,0,"Women - Canada","Renata Fast","Dump In/Out",78,49,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1132,5,4,1,0,"Women - United States","Aerin Frankel","Puck Recovery",18,49,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1131,5,4,1,0,"Women - United States","Aerin Frankel","Incomplete Play",13,51,"Indirect","","","","Alex Carpenter",30,1
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1127,5,4,1,0,"Women - Canada","Blayre Turnbull","Puck Recovery",140,81,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1124,5,4,1,0,"Women - United States","Hannah Bilka","Puck Recovery",30,11,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1122,5,4,1,0,"Women - United States","Hannah Bilka","Play",62,4,"Indirect","","","","Tessa Janecke",93,5
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1120,5,4,1,0,"Women - United States","Tessa Janecke","Dump In/Out",103,3,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1120,5,4,1,0,"Women - United States","Tessa Janecke","Zone Entry",125,2,"Dumped","","","","Jamie Bourbonnais",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1118,5,4,1,0,"Women - Canada","Jamie Bourbonnais","Puck Recovery",25,71,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1111,5,4,1,0,"Women - Canada","Jamie Bourbonnais","Puck Recovery",4,19,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1111,5,4,1,0,"Women - Canada","Jamie Bourbonnais","Incomplete Play",10,13,"Direct","","","","Blayre Turnbull",38,8
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1108,5,4,1,0,"Women - United States","Cayla Barnes","Puck Recovery",130,83,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1108,5,4,1,0,"Women - United States","Cayla Barnes","Play",130,83,"Direct","","","","Alex Carpenter",130,28
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1105,5,4,1,0,"Women - United States","Alex Carpenter","Puck Recovery",119,12,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1105,5,4,1,0,"Women - United States","Alex Carpenter","Play",111,8,"Direct","","","","Cayla Barnes",95,81
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1102,5,4,1,0,"Women - United States","Cayla Barnes","Play",84,81,"Direct","","","","Alex Carpenter",79,28
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1101,5,4,1,0,"Women - United States","Alex Carpenter","Play",89,35,"Direct","","","","Abby Roque",107,70
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1099,5,4,1,0,"Women - United States","Abby Roque","Zone Entry",125,77,"Carried","","","","Ella Shelton",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1094,5,4,1,0,"Women - United States","Abby Roque","Play",196,62,"Indirect","","","","Alex Carpenter",177,82
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1092,5,4,1,0,"Women - United States","Alex Carpenter","Play",177,82,"Indirect","","","","Gabbie Hughes",198,51
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1090,5,4,1,0,"Women - United States","Gabbie Hughes","Play",198,51,"Direct","","","","Alex Carpenter",196,57
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1088,5,4,1,0,"Women - United States","Alex Carpenter","Play",195,56,"Indirect","","","","Gabbie Hughes",199,50
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1082,5,4,1,0,"Women - United States","Gabbie Hughes","Play",163,68,"Direct","","","","Haley Winn",126,50
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1081,5,4,1,0,"Women - United States","Haley Winn","Play",126,50,"Direct","","","","Taylor Heise",135,80
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1079,5,4,1,0,"Women - United States","Taylor Heise","Play",151,69,"Direct","","","","Haley Winn",138,47
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1076,5,4,1,0,"Women - United States","Haley Winn","Shot",140,62,"Wristshot","On Net","t","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1074,5,4,1,0,"Women - United States","Abbey Murphy","Puck Recovery",176,17,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1073,5,4,1,0,"Women - United States","Abbey Murphy","Play",190,9,"Indirect","","","","Gabbie Hughes",182,81
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1069,5,4,1,0,"Women - United States","Gabbie Hughes","Play",182,81,"Indirect","","","","Taylor Heise",157,82
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1067,5,4,1,0,"Women - United States","Taylor Heise","Play",157,82,"Direct","","","","Haley Winn",137,57
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1066,5,4,1,0,"Women - United States","Haley Winn","Play",137,57,"Direct","","","","Taylor Heise",159,21
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1066,5,4,1,0,"Women - United States","Taylor Heise","Shot",159,21,"Slapshot","Blocked","t","t","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1064,5,4,1,0,"Women - Canada","Emily Clark","Puck Recovery",23,71,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1063,5,4,1,0,"Women - Canada","Emily Clark","Dump In/Out",20,83,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1061,5,4,1,0,"Women - United States","Haley Winn","Puck Recovery",109,29,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1061,5,4,1,0,"Women - Canada","Kristin O'Neill","Faceoff Win",80,21,"Backhand","","","","Taylor Heise",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1060,5,4,1,0,"Women - Canada","Renata Fast","Puck Recovery",61,25,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1060,5,4,1,0,"Women - Canada","Renata Fast","Dump In/Out",61,25,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1057,5,4,1,0,"Women - United States","Aerin Frankel","Puck Recovery",3,42,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1057,5,4,1,0,"Women - United States","Aerin Frankel","Play",3,42,"Indirect","","","","Haley Winn",3,42
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1049,5,4,1,0,"Women - United States","Haley Winn","Play",62,79,"Direct","","","","Taylor Heise",62,60
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1046,5,4,1,0,"Women - United States","Taylor Heise","Zone Entry",124,80,"Carried","","","","Jocelyne Larocque",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1042,5,4,1,0,"Women - Canada","Kristin O'Neill","Puck Recovery",7,21,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1032,5,5,1,0,"Women - United States","Gabbie Hughes","Takeaway",194,69,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1020,5,5,1,0,"Women - United States","Gabbie Hughes","Play",195,66,"Indirect","","","","Taylor Heise",199,53
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1019,5,5,1,0,"Women - United States","Taylor Heise","Incomplete Play",199,53,"Direct","","","","Hilary Knight",174,58
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1018,5,5,1,0,"Women - United States","Gabbie Hughes","Puck Recovery",188,67,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1018,5,5,1,0,"Women - United States","Gabbie Hughes","Shot",188,67,"Snapshot","On Net","f","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1015,5,5,1,0,"Women - United States","Kelly Pannek","Faceoff Win",169,64,"Backhand","","","","Brianne Jenner",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1014,5,5,1,0,"Women - United States","Grace Zumwinkle","Puck Recovery",162,62,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1010,5,5,1,0,"Women - United States","Grace Zumwinkle","Shot",188,37,"Wrap Around","On Net","f","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1007,5,5,1,0,"Women - United States","Kelly Pannek","Puck Recovery",180,4,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1007,5,5,1,0,"Women - United States","Kelly Pannek","Play",180,4,"Indirect","","","","Savannah Harmon",132,4
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1003,5,5,1,0,"Women - United States","Savannah Harmon","Shot",133,14,"Wristshot","Blocked","t","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1001,5,5,1,0,"Women - Canada","Ashton Bell","Puck Recovery",29,55,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,1001,5,5,1,0,"Women - Canada","Ashton Bell","Incomplete Play",35,75,"Indirect","","","","Brianne Jenner",55,80
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,999,5,5,1,0,"Women - United States","Savannah Harmon","Puck Recovery",128,4,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,999,5,5,1,0,"Women - United States","Savannah Harmon","Shot",128,4,"Wristshot","Missed","t","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,997,5,5,1,0,"Women - United States","Megan Keller","Puck Recovery",114,1,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,995,5,5,1,0,"Women - United States","Megan Keller","Play",120,13,"Direct","","","","Kelly Pannek",136,63
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,994,5,5,1,0,"Women - United States","Megan Keller","Zone Entry",124,34,"Played","","","","Jamie Bourbonnais",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,992,5,5,1,0,"Women - United States","Kelly Pannek","Shot",164,66,"Snapshot","On Net","f","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,991,5,5,1,0,"Women - Canada","Marie-Philip Poulin","Faceoff Win",31,21,"Backhand","","","","Abby Roque",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,988,5,5,1,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",3,34,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,985,5,5,1,0,"Women - United States","Abby Roque","Takeaway",198,50,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,983,5,5,1,0,"Women - United States","Abby Roque","Play",198,50,"Indirect","","","","Britta Curl",198,41
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,982,5,5,1,0,"Women - United States","Britta Curl","Play",198,41,"Direct","","","","Rory Guilday",161,14
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,980,5,5,1,0,"Women - United States","Rory Guilday","Play",162,4,"Indirect","","","","Britta Curl",192,56
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,978,5,5,1,0,"Women - United States","Britta Curl","Shot",182,52,"Snapshot","On Net","f","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,976,5,5,1,0,"Women - Canada","Blayre Turnbull","Puck Recovery",21,58,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,973,5,5,1,0,"Women - Canada","Blayre Turnbull","Play",6,61,"Indirect","","","","Renata Fast",9,20
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,968,5,5,1,0,"Women - Canada","Renata Fast","Play",52,21,"Indirect","","","","Blayre Turnbull",117,3
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,967,5,5,1,0,"Women - Canada","Blayre Turnbull","Dump In/Out",117,3,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,965,5,5,1,0,"Women - United States","Rory Guilday","Puck Recovery",25,69,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,965,5,5,1,0,"Women - United States","Rory Guilday","Play",25,69,"Indirect","","","","Britta Curl",61,1
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,963,5,5,1,0,"Women - United States","Britta Curl","Dump In/Out",61,1,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,959,5,5,1,0,"Women - United States","Taylor Heise","Faceoff Win",31,20,"Forehand","","","","Emma Maltais",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,957,5,5,1,0,"Women - United States","Taylor Heise","Puck Recovery",45,27,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,954,5,5,1,0,"Women - United States","Taylor Heise","Zone Entry",125,11,"Carried","","","","Jessica DiGirolamo",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,952,5,5,1,0,"Women - United States","Taylor Heise","Shot",175,27,"Snapshot","On Net","f","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,948,5,5,1,0,"Women - United States","Haley Winn","Puck Recovery",169,79,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,948,5,5,1,0,"Women - United States","Haley Winn","Play",169,79,"Indirect","","","","Hilary Knight",197,39
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,945,5,5,1,0,"Women - United States","Hilary Knight","Play",198,45,"Direct","","","","Abbey Murphy",186,31
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,942,5,5,1,0,"Women - United States","Abbey Murphy","Play",137,6,"Direct","","","","Haley Winn",133,68
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,941,5,5,1,0,"Women - United States","Haley Winn","Shot",142,81,"Wristshot","Blocked","t","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,937,5,5,1,0,"Women - United States","Abbey Murphy","Puck Recovery",172,82,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,937,5,5,1,0,"Women - United States","Abbey Murphy","Play",172,82,"Indirect","","","","Taylor Heise",182,79
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,935,5,5,1,0,"Women - United States","Taylor Heise","Play",180,80,"Indirect","","","","Hilary Knight",198,62
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,933,5,5,1,0,"Women - United States","Hilary Knight","Incomplete Play",198,56,"Direct","","","","Abbey Murphy",159,41
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,931,5,5,1,0,"Women - United States","Taylor Heise","Puck Recovery",194,65,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,931,5,5,1,0,"Women - United States","Taylor Heise","Play",194,65,"Indirect","","","","Hilary Knight",198,50
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,928,5,5,1,0,"Women - United States","Hilary Knight","Play",197,44,"Direct","","","","Taylor Heise",181,73
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,927,5,5,1,0,"Women - United States","Taylor Heise","Play",181,73,"Direct","","","","Haley Winn",145,76
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,925,5,5,1,0,"Women - United States","Haley Winn","Play",136,76,"Direct","","","","Megan Keller",130,13
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,923,5,5,1,0,"Women - United States","Megan Keller","Play",130,16,"Direct","","","","Taylor Heise",172,55
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,922,5,5,1,0,"Women - United States","Taylor Heise","Puck Recovery",190,68,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,922,5,5,1,0,"Women - United States","Taylor Heise","Incomplete Play",190,68,"Direct","","","","Hilary Knight",174,45
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,921,5,5,1,0,"Women - Canada","Blayre Turnbull","Puck Recovery",28,54,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,914,5,5,1,0,"Women - Canada","Blayre Turnbull","Zone Entry",126,37,"Carried","","","","Haley Winn",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,913,5,5,1,0,"Women - Canada","Blayre Turnbull","Shot",136,35,"Wristshot","On Net","t","f","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,911,5,5,1,0,"Women - Canada","Julia Gosling","Faceoff Win",169,21,"Backhand","","","","Alex Carpenter",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,908,5,5,1,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",138,3,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,908,5,5,1,0,"Women - Canada","Jocelyne Larocque","Play",138,3,"Indirect","","","","Julia Gosling",199,41
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,901,5,5,1,0,"Women - United States","Natalie Buchbinder","Puck Recovery",8,10,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,901,5,5,1,0,"Women - United States","Natalie Buchbinder","Play",8,10,"Indirect","","","","Hannah Bilka",62,1
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,900,5,5,1,0,"Women - United States","Hannah Bilka","Play",62,1,"Direct","","","","Alex Carpenter",64,25
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,898,5,5,1,0,"Women - United States","Alex Carpenter","Zone Entry",125,49,"Carried","","","","Jocelyne Larocque",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,896,5,5,1,0,"Women - United States","Alex Carpenter","Play",148,81,"Indirect","","","","Savannah Harmon",180,3
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,891,5,5,1,0,"Women - United States","Savannah Harmon","Play",186,7,"Indirect","","","","Hannah Bilka",180,4
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,887,5,5,1,0,"Women - United States","Hannah Bilka","Play",178,2,"Direct","","","","Tessa Janecke",181,7
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,882,5,5,1,0,"Women - United States","Tessa Janecke","Play",196,20,"Indirect","","","","Hannah Bilka",192,71
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,878,5,5,1,0,"Women - Canada","Julia Gosling","Puck Recovery",16,7,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,876,5,5,1,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",20,10,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,876,5,5,1,0,"Women - Canada","Jocelyne Larocque","Incomplete Play",40,7,"Direct","","","","Jamie Lee Rattray",80,3
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,876,5,5,1,0,"Women - United States","Natalie Buchbinder","Puck Recovery",116,76,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,875,5,5,1,0,"Women - United States","Natalie Buchbinder","Incomplete Play",109,65,"Direct","","","","Savannah Harmon",100,29
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,873,5,5,1,0,"Women - Canada","Renata Fast","Puck Recovery",94,60,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,873,5,5,1,0,"Women - Canada","Renata Fast","Play",94,60,"Direct","","","","Jessie Eldridge",110,62
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,872,5,5,1,0,"Women - Canada","Jessie Eldridge","Dump In/Out",110,68,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,872,5,5,1,0,"Women - Canada","Jessie Eldridge","Zone Entry",125,71,"Dumped","","","","Savannah Harmon",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,868,5,5,1,0,"Women - United States","Natalie Buchbinder","Puck Recovery",1,32,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,868,5,5,1,0,"Women - United States","Natalie Buchbinder","Dump In/Out",1,32,"Lost","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,867,5,5,1,0,"Women - Canada","Jocelyne Larocque","Puck Recovery",158,3,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,867,5,5,1,0,"Women - Canada","Jocelyne Larocque","Play",158,3,"Indirect","","","","Emily Clark",174,84
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,859,5,5,1,0,"Women - Canada","Kristin O'Neill","Puck Recovery",199,55,"","","","","",NA,NA
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,859,5,5,1,0,"Women - Canada","Kristin O'Neill","Play",199,55,"Indirect","","","","Laura Stacey",183,81
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,855,5,5,1,0,"Women - Canada","Laura Stacey","Play",161,73,"Direct","","","","Erin Ambrose",129,76
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,854,5,5,1,0,"Women - Canada","Erin Ambrose","Play",129,76,"Direct","","","","Ella Shelton",136,11
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,852,5,5,1,0,"Women - Canada","Ella Shelton","Play",150,5,"Direct","","","","Laura Stacey",161,30
2023-11-08,2023,"Rivalry Series 2023","Women - United States","Women - Canada",2,841,5,5,1,0,"Women - Canada","Laura Stacey","Play",171,76,"Direct","","","","Erin Ambrose",126,76
